# n_pos
24
# criteria for connectivity, rc
4.6
# xlo xhi ylo yhi zlo zhi
     0.01517    10.84483     0.01178    10.84822     0.03398    10.82602
# Coordinate X, Y, Z, Binding Energy(eV)
        2.39342        8.49348        9.22014       -1.21631       182
        7.74202        6.35232        4.10025       -0.75320       823
        7.07172        2.78008        1.13289       -0.72543       789
        7.04956        7.07960        1.62043       -0.71896       645
        8.11482       10.71970       10.51420       -0.52914       862
        0.07666        0.09355        7.43583       -0.48331         6
        5.72346        1.90240        2.65153       -0.46539       497
        0.71002        6.22568        1.25671       -0.33380       168
        0.83347        3.44513        9.52431       -0.32312        21
        4.10227        3.01268        1.99972       -0.28961       434
        3.10245        6.22834        5.43426       -0.24286       450
        8.10643        1.40330        0.07559       -0.23819       976
        7.46963        7.18133        5.74966       -0.19794       639
        3.37690        6.07416        2.46056       -0.13995       454
        0.83275        3.52657        8.96521       -0.13434       228
        4.74424        2.51876        2.25478       -0.12766       516
        8.65872       -0.42884        6.98860       -0.10559       877
        3.24924        5.44866        2.64169       -0.10287       346
        8.46413        0.47327       10.75440       -0.10144       959
       10.78670        4.54137        1.21164       -0.08789       984
        2.51417        9.99575        4.12740       -0.06342       474
        7.94615        5.91795        1.02705       -0.04492       902
        4.89255        0.78291        8.21304       -0.04468       602
        0.68913        6.17849        6.65132       -0.03085       170
